Beginning Data Retrieval 
============================== 
Processing Record 415 of Set 1 : bengkulu
Processing Record 416 of Set 1 : mtambile
Processing Record 417 of Set 1 : monte cristi
Processing Record 418 of Set 1 : broome
Processing Record 419 of Set 1 : rebrikha
Processing Record 420 of Set 1 : ahipara
Processing Record 421 of Set 1 : salisbury
Processing Record 422 of Set 1 : port shepstone
Processing Record 423 of Set 1 : atar
Processing Record 424 of Set 1 : louisbourg
Processing Record 425 of Set 1 : haines junction
Processing Record 426 of Set 1 : kisangani
Processing Record 427 of Set 1 : camacari
Processing Record 428 of Set 1 : berlevag
Processing Record 429 of Set 1 : tshikapa
Processing Record 430 of Set 1 : aklavik
Processing Record 431 of Set 1 : alta floresta
Processing Record 432 of Set 1 : chernyshevskiy
Processing Record 433 of Set 1 : selma
Processing Record 434 of Set 1 : blagoyevo
Processing Record 435 of Set 1 : bonavista
Processing Record 436 of Set 1 : samusu
Processing Record 437 of Set 1 : fecamp
Processing Record 438 of Set 1 : hobyo
Processing Record 439 of Set 1 : prince rupert
Processing Record 440 of Set 1 : hohhot
Processing Record 441 of Set 1 : sorong
Processing Record 442 of Set 1 : baruun-urt
Processing Record 443 of Set 1 : vagur
Processing Record 444 of Set 1 : baghdad
Processing Record 445 of Set 1 : banjar
Processing Record 446 of Set 1 : moranbah
Processing Record 447 of Set 1 : palu
Processing Record 448 of Set 1 : pacific grove
Processing Record 449 of Set 1 : kyra
Processing Record 450 of Set 1 : necochea
Processing Record 451 of Set 1 : shakawe
Processing Record 452 of Set 1 : tumannyy
Processing Record 453 of Set 1 : vizinga
Processing Record 454 of Set 1 : jalu
Processing Record 455 of Set 1 : rawson
Processing Record 456 of Set 1 : marcona
Processing Record 457 of Set 1 : sussex
Processing Record 458 of Set 1 : mossendjo
Processing Record 459 of Set 1 : piranhas
Processing Record 460 of Set 1 : santander
Processing Record 461 of Set 1 : rock sound
Processing Record 462 of Set 1 : marystown
Processing Record 463 of Set 1 : baie-saint-paul
Processing Record 464 of Set 1 : saint-francois
Processing Record 465 of Set 1 : posse
Processing Record 466 of Set 1 : ucluelet
Processing Record 467 of Set 1 : taiyuan
Processing Record 468 of Set 1 : quatre cocos
Processing Record 469 of Set 1 : guildford
Processing Record 470 of Set 1 : rio grande
Processing Record 471 of Set 1 : flin flon
Processing Record 472 of Set 1 : nador
Processing Record 473 of Set 1 : geresk
Processing Record 474 of Set 1 : nemuro
Processing Record 475 of Set 1 : bambous virieux
Processing Record 476 of Set 1 : marktredwitz
Processing Record 477 of Set 1 : karaul
Processing Record 478 of Set 1 : portland
Processing Record 479 of Set 1 : kuching
Processing Record 480 of Set 1 : mutsamudu
Processing Record 481 of Set 1 : hailar
Processing Record 482 of Set 1 : port macquarie
Processing Record 483 of Set 1 : simi valley
Processing Record 484 of Set 1 : mlowo
Processing Record 485 of Set 1 : emerald
Processing Record 486 of Set 1 : zadar
Processing Record 487 of Set 1 : alamosa
Processing Record 488 of Set 1 : shenjiamen
Processing Record 489 of Set 1 : alyangula
Processing Record 490 of Set 1 : cayenne
Processing Record 491 of Set 1 : olden
Processing Record 492 of Set 1 : taksimo
